,Protein IDs,Genus,KEGG_COG, HM454, HM455, HM466, HM503
349,MH0451_GL0184203,Bacteroides,K18139,70742000,53197000,24509000,0
350,T2D-113A_GL0105224,Bacteroides,K18139,210110000,26431000,39745000,193330000
351,DLF002_GL0036840,Faecalibacterium,K10540,4377700000,235400000,761840000,14104000
352,MH0189_GL0061550,Collinsella,K00927,28569000,0,0,0
353,MH0432_GL0168684,Collinsella,K00927,1565400000,3036400000,298890000,0
354,BGI-34A_GL0045096,Faecalibacterium,K04079,21287000,49352000,2960400,847510
355,O2.UC22-1_GL0016166,Faecalibacterium,K04079,0,11594000,0,0
356,V1.UC63-0_GL0003829,Coprococcus,,0,47504000,7674600,5681300
357,MH0013_GL0002530,Bacteroides,K03798,88139000,20483000,56762000,3203300
358,MH0126_GL0117073,Bacteroides,K01875,0,0,85399000,187480000
359,159166850-stool1_revised_scaffold13048_1_gene64053,Bacteroides,,185050000,221790000,17886000,456700000
360,O2.UC27-0_GL0067061,Blautia,K10117,37306000,55882000,0,0
361,V1.CD48-0_GL0041823,Blautia,,19672000,0,38571000,0
362,MH0061_GL0003295,Bacteroides,COG2885,1495900000,1741500000,380910000,1263700000
363,O2.UC16-1_GL0127855,Faecalibacterium,K02520,9024600,33305000,0,0
364,O2.UC38-2_GL0008890,Faecalibacterium,K02520,84549000,188600000,94577000,11002000
365,MH0101_GL0041185,Bacteroides,,10825000,3466800,752950000,36171000
366,NOM017_GL0005283,Prevotella,K02959,720890000,14425000,90970000,14919000
367,MH0205_GL0072818,Faecalibacterium,K03086,142310000,251680000,67343000,6724200
368,MH0203_GL0074856,Bacteroides,K00346,4561900,104910000,0,0
369,MH0404_GL0082455,Prevotella,K00208,105160000,4841000,5772200,0
370,T2D-19A_GL0063809,Lachnoclostridium,K17828,0,0,0,83262000
371,159632143-stool1_revised_scaffold14318_2_gene146816,Prevotella,K03798,140030000,7528900,14650000,943720
372,V1.FI12_GL0087440,Collinsella,K03798,32697000,88741000,0,29281000
373,MH0188_GL0010195,Faecalibacterium,K01999,8614700,0,0,0
374,NLM031_GL0013131,Faecalibacterium,K01999,25529000,0,0,0
375,V1.FI01_GL0197847,Coprococcus,K03531,225580000,348730000,129680000,122890000
376,O2.UC15-1_GL0026520,Dorea,K03531,197640000,786230000,917780000,31403000
377,DOF004_GL0027993,Faecalibacterium,K03531,0,115500000,0,3981500
378,MH0062_GL0041928,Faecalibacterium,K03531,270180000,988940000,79643000,16824000
379,MH0176_GL0056296,Faecalibacterium,K03531,7954600,175280000,0,1363900
380,862962.BF638R_0264,Bacteroides,COG1609,0,53637000,25454000,9637600
381,MH0057_GL0044690,Bacteroides,K18138,0,10131000,0,5423600
382,T2D-135A_GL0092939,Bacteroides,K18138,9874200,22303000,4200300,0
383,N021A_GL0058110,Bacteroides,,87950000,4334600,161320000,0
384,MH0131_GL0096160,Collinsella,K01220,0,166910000,0,0
385,MH0150_GL0101591,Desulfovibrio,K01999,0,22766000,82289000,18163000
386,MH0041_GL0033274,Parabacteroides,K00895,0,59289000,0,0
387,MH0050_GL0029448,Parabacteroides,K00895,37700000,985630000,51143000,568450000
388,MH0274_GL0082333,Parabacteroides,K00895,556200000,0,44525000,4298400
389,V1.CD25-4_GL0015511,Oscillibacter,COG0761,17576000,201170000,50267000,26601000
390,SZEY-103A_GL0074872,Prevotella,K00895,1498900000,13152000,84828000,22335000
391,N083A_GL0073197,Lachnoclostridium,K02864,0,9161000,20337000,685400000
392,MH0411_GL0182947,Clostridium,K02864,754680000,1332500000,271260000,212330000
393,MH0230_GL0062961,Akkermansia,K04077,0,47291000,388480000,21192000
394,MH0350_GL0011389,Roseburia,K00053,0,26330000,0,0
395,SZEY-37A_GL0094308,Roseburia,K00053,0,26731000,0,0
396,MH0127_GL0011184,Coprococcus,K00053,142770000,858180000,101330000,262170000
397,V1.UC22-1_GL0157198,Slackia,K02357,180720000,18809000,10084000,0
398,MH0122_GL0023583,Faecalibacterium,K01465,46064000,89640000,38101000,11091000
399,MH0161_GL0001231,Bifidobacterium,K10112,378910000,2236600000,20176000,17120000
400,V1.CD41-0_GL0058437,Bifidobacterium,K10112,4910800,0,0,0
401,V1.CD7-0-PN_GL0003517,Bifidobacterium,K10112,55599000,64794000,0,0
402,V1.CD38-0_GL0178101,Bacteroides,COG2050,12714000,0,0,0
403,MH0108_GL0061488,Sutterella,K02945,1615700000,65794000,1284500000,4776100
404,MH0319_GL0039815,Faecalibacterium,K00928,0,17244000,0,0
405,MH0338_GL0087593,Faecalibacterium,K00928,0,92446000,10861000,3060500
406,MH0122_GL0049038,Faecalibacterium,K00928,143220000,299400000,111770000,13821000
407,MH0188_GL0063010,Faecalibacterium,K00928,5561600,7807000,0,0
408,MH0230_GL0065513,Faecalibacterium,K00928,0,0,11675000,0
409,MH0002_GL0000395,Subdoligranulum,K00928,0,57832000,0,0
410,470146.COPCOM_02316,Coprococcus,K01989,0,20006000,0,0
411,MH0108_GL0048896,Sutterella,COG0243,47928000,0,63466000,0
412,MH0161_GL0146286,Eubacterium,K13921,58761000,5523600,25496000,7522300
413,MH0371_GL0055922,Bacteroides,K18139,393540000,301870000,58839000,235400000
414,V1.FI17_GL0081429,Collinsella,K00549,16438000,79330000,20299000,0
415,O2.UC23-1_GL0044393,Collinsella,K00549,0,0,7491700,0
416,MH0002_GL0028376,Bacteroides,K18139,126870000,178390000,178600000,170840000
417,MH0381_GL0144459,Bacteroides,K01966,0,0,0,0
418,MH0003_GL0013586,Bacteroides,K01966,29838000,142730000,129400000,396630000
419,MH0381_GL0078907,Bacteroides,K00031,660650000,1451700000,325970000,309560000
420,553973.CLOHYLEM_04249,Lachnoclostridium,K02071,8843200,6295200,1160200,0
421,MH0230_GL0011452,Blautia,K01258,12601000,0,0,2255700
422,MH0002_GL0066614,Bacteroides,,1123600000,2243400,0,2545900000
423,T2D-175A_GL0008783,Bacteroides,K01006,14272000,242400000,29440000,512320000
424,V1.CD6-4_GL0169893,Bacteroides,K01006,3446500,75160000,609840000,385640000
425,V1.CD32-4_GL0002464,Bacteroides,K01006,656340000,2499500000,449430000,261060000
426,V1.UC64-0_GL0159415,Parabacteroides,K01006,1964700000,899570000,108400000,24044000
427,158499257-stool2_revised_scaffold37782_1_gene171722,Bacteroides,K01006,3427400000,4357500000,2469700000,4887000000
428,MH0375_GL0039134,Bacteroides,K01006,29169000,10045000,18470000,14161000
429,N032A_GL0071399,Bacteroides,K01006,141780000,168980000,163960000,0
430,N044A_GL0031798,Bacteroides,K01006,463330000,731430000,69555000,24387000
431,T2D-48A_GL0009797,Bacteroides,K01006,12983000,0,10113000,73427000
432,V1.CD38-0_GL0060537,Bacteroides,K01006,389340000,597580000,471180000,160410000
433,MH0101_GL0074000,Bacteroides,K01006,0,0,141950000,4256000
434,V1.FI22_GL0088851,Clostridium,K01571,0,13734000,27599000,0
435,MH0348_GL0042801,Alistipes,K00927,7060800,11090000,0,4236700
436,MH0441_GL0053560,Eubacterium,COG1882,2699900000,123090000,5063700000,209830000
437,MH0101_GL0056255,Bacteroides,K18139,0,6724500,191770000,90713000
438,V1.FI17_GL0042042,Bacteroides,K18139,0,24356000,0,53634000
439,MH0083_GL0068294,Paenibacillus,K04759,100870000,73920000,29685000,0
440,O2.UC11-1_GL0043334,Dorea,K01915,62812000,84371000,13841000,5069800
441,O2.UC15-1_GL0117046,Dorea,K01915,369670000,281950000,263730000,71891000
442,MH0101_GL0066571,Bacteroides,COG1629,0,0,8298600,51379000
443,MH0091_GL0056361,Parabacteroides,COG1413,1682400000,328440000,40221000,22432000
444,MH0376_GL0060782,Ruminococcus,,29494000,73702000,4811700,6668600
445,NOF013_GL0065396,Bacteroides,COG4198,987990000,1146800000,396670000,219890000
446,O2.UC17-1_GL0005463,Alistipes,K01667,865140000,1811300000,511730000,0
447,MH0038_GL0043216,Bacteroides,K01667,272160000,1083500000,136010000,30513000
448,NOM023_GL0003069,Bacteroides,K01667,12800000,87752000,0,21495000
449,MH0382_GL0155400,Odoribacter,K01667,66361000,25442000,29106000,0
450,MH0101_GL0089960,Bacteroides,K07126,6943500,5343500,18421000,0
451,MH0055_GL0071759,Bacteroides,K01966,0,15328000,26542000,232430000
452,MH0199_GL0089806,Faecalibacterium,K06178,82766000,200720000,17267000,21610000
453,O2.UC8-0_GL0152878,Faecalibacterium,K06178,20298000,0,14720000,0
454,V1.UC11-0_GL0044791,Bacteroides,K07192,1210900000,1488100000,793420000,769980000
455,MH0246_GL0129256,Oscillibacter,,1052800000,1215000000,124470000,2674300000
456,O2.UC15-0_GL0009016,Oscillibacter,,55980000,28662000,13682000,1064200000
457,411464.DESPIG_00266,Desulfovibrio,COG3321,5553200,822090,357770000,0
458,MH0010_GL0016261,Faecalibacterium,COG0539,24364000,0,0,0
459,MH0212_GL0158885,Faecalibacterium,COG0539,0,0,0,11309000
460,O2.UC46-1_GL0121779,Faecalibacterium,COG0539,6943300000,9051100000,2842300000,57998000
461,457424.BFAG_00254,Bacteroides,K07192,0,0,10747000,0
462,MH0003_GL0034418,Bacteroides,K07192,0,0,0,22991000
463,MH0012_GL0065612,Bacteroides,K07192,0,0,5838300,4035500
464,MH0013_GL0032946,Bacteroides,K07192,72069000,43497000,94498000,57513000
465,MH0094_GL0099850,Bacteroides,K07192,0,0,17047000,0
466,NLM017_GL0002592,Bacteroides,K07192,496900000,367350000,634050000,892750000
467,NOF010_GL0096610,Bacteroides,K07192,25794000,20490000,40028000,62211000
468,MH0161_GL0131268,Faecalibacterium,K02355,187170000,44690000,213130000,3333400
469,MH0193_GL0037784,Faecalibacterium,K02355,46604000,0,59636000,0
470,MH0266_GL0029520,Faecalibacterium,K02355,55750000,40153000,17851000,0
471,MH0293_GL0191088,Faecalibacterium,K02355,223510000,185480000,102660000,28946000
472,MH0360_GL0125000,Faecalibacterium,K02355,208750000,53704000,71493000,14062000
473,O2.UC48-1_GL0222905,Faecalibacterium,K02355,3589300000,3825200000,1245800000,12958000
474,O2.UC48-2_GL0073236,Faecalibacterium,K02355,0,0,0,0
475,V1.FI13_GL0010786,Faecalibacterium,K02355,28444000,0,8602900,0
476,V1.UC31-0_GL0041309,Faecalibacterium,K02355,170610000,90581000,36574000,11614000
477,MH0122_GL0035979,Faecalibacterium,K00615,22291000,37462000,19292000,0
478,MH0204_GL0074259,Faecalibacterium,K00615,203330000,103530000,167600000,0
479,MH0458_GL0099588,Faecalibacterium,K00615,27563000,71135000,0,0
480,NLM027_GL0046688,Actinomyces,K02952,0,18762000,0,20140000
481,MH0108_GL0016785,Sutterella,K00600,123040000,10535000,68580000,0
482,159733294-stool1_revised_scaffold16624_1_gene135590,Bacteroides,K01190,0,7169500,0,8350700
483,MH0094_GL0007470,Bacteroides,K01190,77103000,27591000,67067000,35805000
484,MH0013_GL0030576,Bacteroides,K01190,682800000,307920000,462490000,254010000
485,MH0088_GL0129423,Bacteroides,K01190,0,0,0,29378000
486,O2.UC27-0_GL0052333,Bacteroides,K01190,10963000,8870100,38581000,900580000
487,T2D-91A_GL0046296,Faecalibacterium,COG1305,58018000,8457900,0,0
488,MH0188_GL0060730,Bifidobacterium,K16147,4701200,24700000,0,0
489,MH0131_GL0145652,Collinsella,K00926,719370000,424290000,287020000,0
490,V1.UC31-0_GL0094759,Collinsella,K00926,33340000,0,0,0
491,V1.UC50-1_GL0065269,Collinsella,K00926,29055000,0,0,0
492,MH0199_GL0045527,Bacteroides,K00346,9764600,0,25273000,616740000
493,V1.FI05_GL0049253,Bacteroides,K00346,787130000,605850000,579490000,814330000
494,MH0037_GL0049232,Bacteroides,K00346,40709000,8170200,26493000,18687000
495,MH0114_GL0029857,Bacteroides,K00346,0,0,0,24990000
496,MH0458_GL0000637,Clostridium,K01039,182510000,256720000,124020000,19698000
497,MH0049_GL0023398,Bacteroides,COG0297,3448400,14358000,0,21778000
498,861967750-stool1_revised_scaffold40168_1_gene77389,Odoribacter,K03040,0,0,0,0
499,T2D-8A_GL0058491,Parabacteroides,COG1028,37386000,0,8628100,10130000
500,MH0287_GL0040219,Bacteroides,COG0523,9087900,300610000,0,0
501,DLF002_GL0049811,Bacteroides,K01006,275170000,931690000,243440000,10312000
502,N086A_GL0066963,Bacteroides,K01006,15831000000,18852000000,9105000000,8559900000
503,V1.UC56-0_GL0057988,Clostridium,K01604,0,0,0,0
504,MH0390_GL0205315,Bacteroides,K21071,388540000,424580000,201490000,149980000
505,T2D-19A_GL0044602,Lachnoclostridium,K02031,0,0,0,29608000
506,T2D-105A_GL0017842,Lachnoclostridium,K10708,157920000,2330100000,873820000,20678000
507,MH0230_GL0167654,Faecalibacterium,K15580,163830000,0,99270000,6436800
508,MH0384_GL0181420,Faecalibacterium,K15580,129170000,0,0,0
509,MH0144_GL0125588,Faecalibacterium,K01187,26763000,50869000,30604000,0
510,N021A_GL0048796,Faecalibacterium,K01187,19066000,37071000,10192000,0
511,NOM005_GL0037242,Faecalibacterium,K01187,25962000,121260000,33206000,0
512,MH0067_GL0054321,Parabacteroides,COG1629,48204000,0,5973000,0
513,MH0424_GL0003913,Parabacteroides,,72934000,0,25537000,0
514,MH0128_GL0033107,Bacteroides,K01858,0,0,43459000,36378000
515,T2D-135A_GL0019179,Bacteroides,K01858,3410200000,2498400000,1382300000,3032500000
516,411460.RUMTOR_01211,Blautia,COG3934,15490000,119910000,14850000,946180000
517,O2.UC48-0_GL0093744,Ruminococcus,COG3679,0,27223000,0,0
518,N079A_GL0013599,Clostridium,K00030,5782200,469900000,7783800,8375200
519,MH0274_GL0137268,Faecalibacterium,K01715,221590000,127600000,0,0
520,O2.UC46-2_GL0133130,Faecalibacterium,K01715,0,6950400,0,0
521,159733294-stool1_revised_C1086234_1_gene76140,Faecalibacterium,K01715,30328000,10351000,0,0
522,V1.FI04_GL0199047,Faecalibacterium,K01715,490610000,454200000,1307100,0
523,V1.FI28_GL0116604,Faecalibacterium,K01715,266610000,441320000,36316000,0
524,MH0187_GL0068074,Faecalibacterium,K01715,6586500000,4359700000,2055900000,7955000
525,MH0212_GL0095902,Faecalibacterium,K21071,18177000,0,0,0
526,NLM023_GL0100729,Faecalibacterium,K21071,522650000,234740000,135470000,4494000
527,O2.UC55-0_GL0005042,Faecalibacterium,K21071,14880000,12260000,0,0
528,MH0020_GL0005417,Parabacteroides,COG0845,96839000,0,11346000,0
529,MH0276_GL0005968,Faecalibacterium,K03465,59223000,75966000,32412000,0
530,N082A_GL0052082,Bacteroides,K21572,57138000,8564400000,0,14716000
531,MH0008_GL0021222,Faecalibacterium,K03465,0,13514000,0,0
532,SZEY-58A_GL0055951,Faecalibacterium,K03545,932880000,127070000,1219500,0
533,MH0014_GL0090940,Alistipes,COG4771,213530000,2386900000,51634000,2650100
534,MH0360_GL0069724,Parabacteroides,K05366,19508000,0,2829800,0
535,MH0292_GL0124449,Butyricicoccus,K00248,0,10204000,0,0
536,SZEY-41A_GL0002537,Butyricicoccus,K00248,922230000,108030000,150340000,203960000
537,MH0011_GL0031185,Ruminococcus,K00088,194350000,188610000,57993000,934480
538,159227541-stool1_revised_scaffold3060_1_gene75561,Alistipes,K00281,420790000,743660000,280010000,32921000
539,MH0143_GL0012259,Prevotella,K00088,168290000,0,6280100,9052500
540,MH0118_GL0052630,Ruminococcus,,0,62841000,0,0
541,O2.UC17-2_GL0079283,Clostridium,K01887,73373000,135680000,13871000,23206000
542,MH0188_GL0115964,Flavonifractor,K02887,0,7670700,0,0
543,V1.UC52-0_GL0013285,Bacteroides,COG5523,38660000,0,36436000,233400000
544,MH0052_GL0005617,Bacteroides,K01442,0,0,0,62926000
545,MH0128_GL0060691,Faecalibacterium,K02804,20537000,0,0,0
546,MH0247_GL0054739,Faecalibacterium,K02804,27482000,32828000,38796000,0
547,MH0423_GL0024058,Faecalibacterium,K02804,3443400000,2103100000,219780000,0
548,MH0121_GL0053069,Roseburia,K10439,136950000,12138000,61440000,8253000
549,MH0343_GL0039596,Dorea,K02863,75066000,118250000,327740000,48601000
550,V1.CD21-0_GL0065079,Dorea,K02863,2434600,21699000,153760000,0
551,MH0199_GL0129625,Bilophila,K02863,19968000,292670000,10721000,2337000
552,MH0061_GL0016092,Bacteroides,K00018,0,36007000,0,0
553,553973.CLOHYLEM_05891,Lachnoclostridium,K02863,196660000,0,38580000,466200000
554,MH0006_GL0183780,Faecalibacterium,K02863,0,69398000,0,0
555,MH0160_GL0016777,Ruminococcus,K02863,150150000,85438000,6175600,5928600
556,158458797-stool1_revised_scaffold30312_2_gene78957,Porphyromonas,K02863,0,17927000,0,0
557,MH0131_GL0144302,Collinsella,K01915,46322000,200690000,5630000,0
558,V1.FI31_GL0153371,Collinsella,K01915,0,14036000,0,0
559,MH0131_GL0169066,Collinsella,K01952,96573000,345670000,19509000,16904000
560,T2D-118A_GL0005866,Bacteroides,K00018,6679700,0,0,124690000
561,V1.FI30_GL0046792,Faecalibacterium,K02804,50828000,8234600,11890000,0
562,MH0006_GL0019669,Clostridium,COG0716,20607000,0,156900000,0
563,V1.FI37_GL0016451,Dorea,K03839,0,0,239850000,0
564,T2D-135A_GL0006641,Bacteroides,K00018,371790000,123210000,203910000,290240000
565,V1.CD38-0_GL0196231,Bacteroides,K00018,0,0,0,8689200
566,MH0108_GL0016373,Sutterella,K02886,941770000,108480000,626590000,0
567,MH0108_GL0051711,Sutterella,COG0484,1110200000,59696000,378710000,22607000
568,N052A_GL0027891,Bacteroides,K03770,210270000,2044600000,4668400,24414000
569,MH0008_GL0028787,Faecalibacterium,K06881,0,0,0,0
570,MH0091_GL0036424,Parabacteroides,K01082,1827200000,811250000,1802100000,219930000
571,T2D-22A_GL0086802,Alistipes,K00794,9793500,44926000,11798000,0
572,ED12A_GL0030289,Collinsella,COG1902,0,35967000,4970000,0
573,MH0274_GL0105451,Collinsella,COG1902,354680000,554410000,60920000,8644100
574,T2D-207A_GL0037783,Clostridium,K01933,0,27432000,0,0
575,MH0006_GL0084549,Clostridium,COG0845,2680200,110470000,60829000,34200000
576,MH0372_GL0042254,Lachnoclostridium,K01933,6456400,32265000,0,14411000
577,MH0014_GL0017428,Clostridium,K25086,0,98078000,0,2764400
578,MH0329_GL0001671,Bacteroides,K02429,55654000,86276000,22208000,13449000
579,V1.UC61-0_GL0011945,Bacteroides,COG5434,0,101570000,0,0
580,MH0004_GL0017035,Bacteroides,K01209,0,298450000,0,0
581,MH0002_GL0029687,Alistipes,K01950,2957000,24417000,0,11521000
582,MH0411_GL0206583,Bacteroides,COG4771,996000000,293210000,22316000,2177900
583,MH0061_GL0000398,Bacteroides,K02563,20408000,3119500,0,8138900
584,MH0003_GL0043240,Bacteroides,K01271,46228000,20248000,40550000,113570000
585,MH0193_GL0186495,Bifidobacterium,K04072,45429000,203030000,5090100,21739000
586,O2.UC9-2_GL0112670,Bifidobacterium,K04072,0,30273000,0,0
587,MH0252_GL0239468,Faecalibacterium,K04486,9587700,23743000,30470000,0
588,MH0378_GL0048218,Odoribacter,COG4771,219260000,672140000,211110000,813740000
589,T2D-135A_GL0070133,Bacteroides,COG3176,10430000,30309000,32032000,253820000
590,MH0204_GL0069274,Faecalibacterium,K01619,0,0,10070000,4028400
591,SZEY-30A_GL0046043,Faecalibacterium,K01619,10173000,54922000,57127000,0
592,MH0399_GL0001340,Faecalibacterium,K01619,0,16923000,0,0
593,T2D-140A_GL0023964,Faecalibacterium,K01619,271910000,489240000,140530000,0
594,V1.UC23-1_GL0024525,Faecalibacterium,K01619,20198000,8023500,28734000,0
595,MH0108_GL0026060,Sutterella,K00244,2101300000,24056000,2740100000,21281000
596,V1.CD49-0_GL0029123,Sutterella,K00244,188780000,0,93874000,0
597,V1.CD25-4_GL0011492,Sutterella,K00244,4860500,0,0,0
598,T2D-11A_GL0002540,Eubacterium,K05881,0,0,6464900,0
599,SZEY-07A_GL0067784,Sutterella,K03385,122320000,12312000,538660000,36071000
600,V1.CD31-0_GL0089331,Parabacteroides,K00782,24024000,0,2894200,0
601,764892411-stool1_revised_C930062_1_gene62202,Parabacteroides,K02564,277610000,6516600,26461000,18699000
602,DLM013_GL0020422,Collinsella,K02777,72533000,430050000,61084000,0
603,MH0244_GL0120148,Phascolarctobacterium,K09700,0,29416000,124920000,0
604,MH0016_GL0053214,Phascolarctobacterium,K01849,75780000,20877000,833760000,0
605,MH0116_GL0127645,Bacteroides,K00111,0,29429000,9908100,2861100
606,748224.HMPREF9436_02584,Faecalibacterium,K00948,24819000,63575000,0,2079600
607,MH0011_GL0025810,Subdoligranulum,K02867,25268000,294480000,2953800,0
608,MH0444_GL0102767,Bilophila,K04021,1469500,670050000,18362000,0
609,NLF012_GL0071153,Phascolarctobacterium,COG0607,0,0,9349400,0
610,MH0094_GL0032222,Faecalibacterium,K02867,2635900000,1989900000,1827400000,8691300
611,O2.UC50-0_GL0179634,Faecalibacterium,K02867,249870000,13834000,0,32992000
612,MH0334_GL0110575,Collinsella,K01945,54890000,99564000,6850700,0
613,MH0016_GL0002170,Phascolarctobacterium,COG1592,0,6033700,49905000,0
614,MH0002_GL0063336,Alistipes,K01591,6431900,39726000,0,0
615,MH0006_GL0051756,Clostridium,COG0426,54769000,374750000,85253000,217830000
616,MH0076_GL0068962,Bacteroides,K23997,16755000,5028700,21282000,9749900
617,O2.UC48-1_GL0111889,Alistipes,COG4773,44358000,1705800000,94770000,6879300
618,MH0002_GL0003281,Alistipes,K23351,149600000,61364000,9869700,0
619,MH0002_GL0001649,Alistipes,COG3291,2610800,225570000,0,1785700
620,V1.CD38-0_GL0046991,Bacteroides,K01082,9116100,0,3266400,0
621,MH0054_GL0060900,Bacteroides,K01082,12925000,10502000,0,52891000
622,MH0002_GL0001638,Alistipes,COG1082,0,34463000,3415000,0
623,MH0230_GL0112151,Blautia,COG5492,0,100010000,0,7673400
624,160421117-stool1_revised_C324155_1_gene44239,Bacteroides,K00425,66922000,821400000,12781000,4886400
625,MH0002_GL0035485,Bacteroides,COG1902,113380000,304620000,64151000,129800000
626,MH0105_GL0031257,Bacteroides,,0,16041000,28175000,35801000
627,NOF012_GL0023281,Bacteroides,,96674000,947320000,11790000,744190000
628,MH0002_GL0067245,Bacteroides,K02527,64378000,73496000,177760000,69507000
